site_id,year,date,lon,lat,latin,presence
finsync_nrs_nc-10107,2009,7/17/2009,-78.14354525,36.22364287,Micropterus salmoides,1
finsync_nrs_nc-10107,2009,7/17/2009,-78.14354525,36.22364287,Nocomis leptocephalus,1
finsync_nrs_nc-10107,2009,7/17/2009,-78.14354525,36.22364287,Notropis altipinnis,1
finsync_nrs_nc-10107,2009,7/17/2009,-78.14354525,36.22364287,Notropis procne,1
finsync_nrs_nc-10107,2009,7/17/2009,-78.14354525,36.22364287,Noturus insignis,1
finsync_nrs_nc-10107,2009,7/17/2009,-78.14354525,36.22364287,Percina roanoka,1
finsync_nrs_nc-10107,2009,7/17/2009,-78.14354525,36.22364287,Semotilus atromaculatus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Ameiurus natalis,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Ameiurus platycephalus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Aphredoderus sayanus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Erimyzon oblongus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Etheostoma collis,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Etheostoma olmstedi,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Gambusia affinis,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Lepomis auritus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Lepomis cyanellus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Lepomis gulosus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Lepomis macrochirus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Luxilus cerasinus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Micropterus salmoides,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Nocomis leptocephalus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Notemigonus crysoleucas,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Notropis alborus,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Notropis altipinnis,1
finsync_nrs_nc-10113,2009,7/13/2009,-79.59086722,35.95160632,Semotilus atromaculatus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Ameiurus platycephalus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Aphredoderus sayanus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Catostomus commersonii,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Cyprinella analostana,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Etheostoma olmstedi,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Fundulus rathbuni,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Gambusia affinis,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Lepomis auritus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Lepomis cyanellus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Lepomis macrochirus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Luxilus cerasinus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Micropterus salmoides,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Moxostoma anisurum,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Moxostoma pappillosum,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Nocomis leptocephalus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Notropis alborus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Notropis altipinnis,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Notropis scepticus,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Pomoxis annularis,1
finsync_nrs_nc-10114,2009,7/15/2009,-79.48811819,35.99602428,Semotilus atromaculatus,1
finsync_nrs_nc-10117,2009,6/25/2009,-78.45665667,34.71077157,Acantharchus pomotis,1
finsync_nrs_nc-10117,2009,6/25/2009,-78.45665667,34.71077157,Aphredoderus sayanus,1
finsync_nrs_nc-10117,2009,6/25/2009,-78.45665667,34.71077157,Centrarchus macropterus,1
finsync_nrs_nc-10117,2009,6/25/2009,-78.45665667,34.71077157,Chologaster cornuta,1
finsync_nrs_nc-10117,2009,6/25/2009,-78.45665667,34.71077157,Enneacanthus gloriosus,1
finsync_nrs_nc-10117,2009,6/25/2009,-78.45665667,34.71077157,Esox americanus,1
finsync_nrs_nc-10117,2009,6/25/2009,-78.45665667,34.71077157,Umbra pygmaea,1
finsync_nrs_nc-10118,2009,6/10/2009,-79.57290173,34.92970407,Ameiurus natalis,1
finsync_nrs_nc-10118,2009,6/10/2009,-79.57290173,34.92970407,Aphredoderus sayanus,1
finsync_nrs_nc-10118,2009,6/10/2009,-79.57290173,34.92970407,Enneacanthus gloriosus,1
finsync_nrs_nc-10118,2009,6/10/2009,-79.57290173,34.92970407,Etheostoma serrifer,1
finsync_nrs_nc-10118,2009,6/10/2009,-79.57290173,34.92970407,Fundulus lineolatus,1
finsync_nrs_nc-10118,2009,6/10/2009,-79.57290173,34.92970407,Lepomis marginatus,1
finsync_nrs_nc-10118,2009,6/10/2009,-79.57290173,34.92970407,Notropis cummingsae,1
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Ameiurus natalis,1
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Anguilla rostrata,1
